region,district,area,table,row,column,value,row_no
hk,a,a01,5,a78_<,c77_male,40.0,78
hk,a,a01,5,a80_2000,c77_male,142.0,80
hk,a,a01,5,a82_4000,c77_male,116.0,82
hk,a,a01,5,a84_6000,c77_male,197.0,84
hk,a,a01,5,a86_8000,c77_male,362.0,86
hk,a,a01,5,a88_10000,c77_male,812.0,88
hk,a,a01,5,a90_15000,c77_male,611.0,90
hk,a,a01,5,a92_20000,c77_male,416.0,92
hk,a,a01,5,a94_25000,c77_male,241.0,94
hk,a,a01,5,a96_30000,c77_male,278.0,96
hk,a,a01,5,a98_40000,c77_male,451.0,98
hk,a,a01,5,a100_>=,c77_male,804.0,100
