region,district,area,table,row,column,value,row_no
nt,t,t05,5,a78_<,d77_female,85.0,78
nt,t,t05,5,a80_2000,d77_female,587.0,80
nt,t,t05,5,a82_4000,d77_female,232.0,82
nt,t,t05,5,a84_6000,d77_female,538.0,84
nt,t,t05,5,a86_8000,d77_female,475.0,86
nt,t,t05,5,a88_10000,d77_female,642.0,88
nt,t,t05,5,a90_15000,d77_female,408.0,90
nt,t,t05,5,a92_20000,d77_female,317.0,92
nt,t,t05,5,a94_25000,d77_female,165.0,94
nt,t,t05,5,a96_30000,d77_female,364.0,96
nt,t,t05,5,a98_40000,d77_female,260.0,98
nt,t,t05,5,a100_>=,d77_female,79.0,100
